CustomerID,R,F,M,Country,Cluster
12442.0,2,1,182,Spain,new customer
12444.0,20,5,1153,Norway,new customer
12445.0,21,1,62,Spain,new customer
12447.0,242,1,190,Belgium,loyal customer
12448.0,43,1,243,Spain,new customer
12449.0,21,4,1553,Belgium,new customer
12450.0,155,2,128,Spain,loyal customer
12451.0,10,5,6575,Switzerland,new customer
12452.0,16,2,185,Switzerland,new customer
12453.0,133,1,473,Austria,new customer
12454.0,55,1,1006,Spain,new customer
12455.0,72,6,2089,Cyprus,new customer
12456.0,43,3,1633,Switzerland,new customer
12457.0,65,7,843,Switzerland,new customer
12458.0,70,2,506,Switzerland,new customer
12461.0,93,2,287,Switzerland,new customer
12462.0,18,2,536,Spain,new customer
12463.0,52,4,776,Belgium,new customer
12464.0,9,8,112,Belgium,new customer
12465.0,16,2,479,Belgium,new customer
12468.0,187,2,366,Germany,loyal customer
12471.0,1,30,8212,Germany,lost customer
12472.0,31,7,4148,Germany,new customer
12473.0,28,5,2439,Germany,new customer
12474.0,16,18,4847,Germany,lost customer
12475.0,53,1,535,Germany,new customer
12476.0,15,11,2408,Germany,new customer
12477.0,22,6,3653,Germany,new customer
12478.0,3,1,236,Greece,new customer
12479.0,10,1,385,Germany,new customer
12480.0,27,4,1707,Germany,new customer
12481.0,22,10,3304,Germany,new customer
12483.0,16,8,1110,Sweden,new customer
12484.0,32,6,2191,Spain,new customer
12488.0,9,3,529,France,new customer
12489.0,335,1,105,France,loyal customer
12490.0,4,10,3064,France,new customer
12491.0,38,1,260,France,new customer
12492.0,62,2,192,Germany,new customer
12493.0,165,2,207,France,loyal customer
12494.0,15,7,707,France,new customer
12497.0,81,1,1236,Germany,new customer
12498.0,20,3,159,Germany,new customer
12500.0,22,11,2678,Germany,new customer
12501.0,336,1,1783,Germany,loyal customer
12502.0,95,5,820,Spain,new customer
12504.0,17,2,90,Germany,new customer
12506.0,232,1,23,France,loyal customer
12507.0,133,3,894,Spain,new customer
12508.0,25,2,272,France,new customer
12509.0,283,1,55,France,loyal customer
12510.0,142,2,353,Spain,new customer
12512.0,65,2,99,Israel,new customer
12513.0,112,1,462,France,new customer
12514.0,266,1,440,Italy,loyal customer
12515.0,352,1,131,Italy,loyal customer
12516.0,77,2,875,Germany,new customer
12517.0,27,5,1371,Germany,new customer
12518.0,0,5,1318,Germany,new customer
12519.0,63,1,183,Germany,new customer
12520.0,78,5,1439,Germany,new customer
12521.0,142,1,309,Germany,new customer
12522.0,38,2,194,Germany,new customer
12523.0,18,11,865,France,new customer
12524.0,8,8,3699,Germany,new customer
12526.0,0,3,632,Germany,new customer
12527.0,81,3,234,Germany,new customer
12528.0,8,6,756,Germany,new customer
12530.0,59,4,913,Germany,new customer
12531.0,14,1,45,Germany,new customer
12532.0,29,1,153,France,new customer
12534.0,130,1,651,Germany,new customer
12535.0,91,2,219,France,new customer
12536.0,42,3,2803,France,new customer
12538.0,28,1,191,Spain,new customer
12539.0,21,4,2067,Spain,new customer
12540.0,19,17,6685,Spain,lost customer
12541.0,29,3,680,Spain,new customer
12544.0,35,1,136,Spain,new customer
12545.0,74,2,523,Spain,new customer
12546.0,46,2,633,Spain,new customer
12547.0,197,2,134,Spain,loyal customer
12548.0,165,1,49,Spain,loyal customer
12550.0,78,1,569,Spain,new customer
12551.0,357,1,100,Spain,loyal customer
12552.0,38,2,88,Italy,new customer
12553.0,7,10,1965,France,new customer
12556.0,49,2,358,Spain,new customer
12557.0,15,5,4384,Spain,new customer
12558.0,7,1,196,USA,new customer
12559.0,310,2,283,Germany,loyal customer
12560.0,4,3,1110,Germany,new customer
12561.0,302,1,177,Germany,loyal customer
12562.0,7,7,1779,France,new customer
12564.0,260,1,133,France,loyal customer
12565.0,288,1,80,Saudi Arabia,loyal customer
12566.0,85,1,265,Germany,new customer
12567.0,22,10,4305,France,new customer
12569.0,1,32,1801,Germany,lost customer
12571.0,39,2,523,France,new customer
12572.0,8,2,452,Germany,new customer
12573.0,226,1,84,France,loyal customer
12574.0,315,1,61,France,loyal customer
12576.0,35,5,967,Poland,new customer
12577.0,34,3,472,France,new customer
12578.0,20,2,1196,Italy,new customer
12579.0,77,1,285,France,new customer
12580.0,246,1,238,Germany,loyal customer
12581.0,39,1,161,Germany,new customer
12582.0,238,2,300,Finland,loyal customer
12583.0,2,15,5060,France,lost customer
12584.0,3,9,416,Italy,new customer
12585.0,233,2,1279,Germany,loyal customer
12586.0,16,1,79,Italy,new customer
12587.0,7,1,51,Finland,new customer
12588.0,38,1,53,Finland,new customer
12589.0,28,2,306,France,new customer
12590.0,210,2,4283,Germany,loyal customer
12591.0,316,1,228,Italy,loyal customer
12592.0,91,2,290,Germany,new customer
12593.0,108,3,206,France,new customer
12594.0,37,10,1777,Italy,new customer
12596.0,50,2,474,Spain,new customer
12597.0,18,4,2236,Spain,new customer
12598.0,9,8,1964,France,new customer
12599.0,28,7,956,France,new customer
12600.0,28,10,774,Germany,new customer
12601.0,189,5,245,Germany,loyal customer
12602.0,58,1,162,France,new customer
12603.0,21,1,63,Germany,new customer
12604.0,78,2,201,France,new customer
12607.0,59,1,1228,USA,new customer
12609.0,77,3,648,Germany,new customer
12610.0,22,5,1049,Italy,new customer
12611.0,51,1,846,Italy,new customer
12612.0,73,1,262,Germany,new customer
12613.0,56,5,1644,Germany,new customer
12614.0,277,1,76,Germany,loyal customer
12615.0,1,4,1376,France,new customer
12616.0,94,2,284,France,new customer
12617.0,28,1,213,France,new customer
12618.0,21,1,96,Italy,new customer
12619.0,15,9,3378,Germany,new customer
12620.0,14,3,1181,France,new customer
12621.0,1,20,7440,Germany,lost customer
12622.0,231,1,69,Germany,loyal customer
12623.0,275,1,191,Germany,loyal customer
12624.0,105,2,355,France,new customer
12625.0,211,2,1612,Germany,loyal customer
12626.0,22,9,3453,Germany,new customer
12627.0,10,7,2752,Germany,new customer
12628.0,3,3,448,Germany,new customer
12630.0,9,2,548,Finland,new customer
12631.0,56,1,236,Finland,new customer
12633.0,58,4,1162,Germany,new customer
12635.0,89,2,1172,Germany,new customer
12637.0,66,8,3002,France,new customer
12638.0,32,1,577,Sweden,new customer
12639.0,238,1,201,Sweden,loyal customer
12640.0,23,3,311,France,new customer
12641.0,114,1,72,Sweden,new customer
12642.0,24,3,552,Germany,new customer
12643.0,127,6,1808,France,new customer
12644.0,129,1,325,Germany,new customer
12645.0,33,4,1084,Germany,new customer
12646.0,4,2,897,USA,new customer
12647.0,21,12,1431,Germany,new customer
12648.0,154,1,160,Germany,loyal customer
12649.0,106,3,586,Germany,new customer
12650.0,2,1,254,France,new customer
12651.0,334,1,78,France,loyal customer
12652.0,330,1,505,France,loyal customer
12653.0,148,2,919,Israel,loyal customer
12654.0,10,5,264,Germany,new customer
12656.0,16,5,1723,France,new customer
12657.0,10,4,1044,France,new customer
12658.0,18,1,320,Germany,new customer
12659.0,29,1,105,France,new customer
12660.0,10,1,127,France,new customer
12662.0,0,11,2058,Germany,new customer
12664.0,7,9,1203,Finland,new customer
12665.0,324,1,37,Germany,loyal customer
12667.0,57,1,395,Finland,new customer
12668.0,11,4,1634,Germany,new customer
12669.0,150,3,1115,France,loyal customer
12670.0,9,5,1397,France,new customer
12672.0,329,1,78,France,loyal customer
12673.0,4,2,351,Germany,new customer
12674.0,38,4,1133,France,new customer
12676.0,24,6,670,Sweden,new customer
12678.0,41,12,10923,France,lost customer
12679.0,58,4,554,France,new customer
12680.0,0,4,443,France,new customer
12681.0,14,22,7536,France,lost customer
12682.0,3,31,5575,France,lost customer
12683.0,3,15,4987,France,lost customer
12684.0,7,7,1985,France,new customer
12685.0,27,6,1523,France,new customer
12686.0,371,1,107,France,loyal customer
12688.0,113,1,3028,Israel,new customer
12689.0,25,2,628,France,new customer
12690.0,205,1,106,France,loyal customer
12691.0,27,6,394,France,new customer
12693.0,126,4,255,Germany,new customer
12694.0,69,2,509,France,new customer
12695.0,6,4,220,France,new customer
12697.0,28,3,508,Sweden,new customer
12700.0,7,4,2967,France,new customer
12701.0,79,2,678,Germany,new customer
12702.0,19,1,53,Germany,new customer
12703.0,70,1,164,Germany,new customer
12704.0,6,8,1006,Finland,new customer
12705.0,14,9,3997,Germany,new customer
12707.0,291,1,256,France,loyal customer
12708.0,29,10,1307,Germany,new customer
12709.0,14,15,3936,Germany,lost customer
12710.0,96,3,851,Germany,new customer
12712.0,28,13,1062,Germany,new customer
12713.0,0,1,508,Germany,new customer
12714.0,8,5,3069,France,new customer
12715.0,105,1,197,Sweden,new customer
12716.0,3,2,708,France,new customer
12717.0,150,2,506,Greece,loyal customer
12718.0,70,1,203,France,new customer
12719.0,4,2,374,France,new customer
12720.0,2,25,4672,Germany,lost customer
12721.0,31,6,1959,France,new customer
12722.0,84,4,566,France,new customer
12723.0,3,5,434,France,new customer
12724.0,4,4,445,France,new customer
12725.0,370,1,164,Italy,loyal customer
12726.0,27,7,3143,France,new customer
12727.0,10,7,2098,France,new customer
12728.0,70,4,419,France,new customer
12729.0,113,1,233,France,new customer
12731.0,23,12,8437,France,lost customer
12732.0,179,1,111,France,loyal customer
12733.0,233,1,137,USA,loyal customer
12734.0,352,1,88,France,loyal customer
12735.0,314,2,368,France,loyal customer
12736.0,332,1,173,France,loyal customer
12738.0,371,1,148,Germany,loyal customer
12739.0,77,2,486,United Arab Emirates,new customer
12740.0,63,1,342,France,new customer
12743.0,133,2,319,Unspecified,new customer
12744.0,51,7,5241,Singapore,new customer
12747.0,1,11,1275,United Kingdom,new customer
12748.0,0,209,25747,United Kingdom,potential loyal customer
12749.0,3,5,1471,United Kingdom,new customer
12750.0,128,1,137,Poland,new customer
12752.0,80,1,2262,Norway,new customer
12753.0,22,6,11421,Japan,new customer
12754.0,235,3,6481,Japan,loyal customer
12755.0,280,2,1491,Japan,loyal customer
12756.0,86,1,144,Japan,new customer
12757.0,15,13,2402,Portugal,lost customer
12758.0,116,2,2135,Portugal,new customer
12759.0,51,3,902,Netherlands,new customer
12762.0,7,2,1227,Portugal,new customer
12763.0,137,2,316,Japan,new customer
12764.0,316,1,386,Lebanon,loyal customer
12766.0,3,7,3646,Portugal,new customer
12769.0,238,1,356,Brazil,loyal customer
12770.0,210,1,743,Japan,loyal customer
12772.0,59,1,556,Portugal,new customer
12775.0,16,5,877,Netherlands,new customer
12778.0,19,6,825,Netherlands,new customer
12779.0,37,8,2024,Poland,new customer
12781.0,63,2,671,Czech Republic,new customer
12782.0,4,5,1086,Portugal,new customer
12783.0,1,6,624,Portugal,new customer
12784.0,8,2,300,Portugal,new customer
12785.0,363,1,131,Portugal,loyal customer
12787.0,9,3,261,Netherlands,new customer
12789.0,64,1,4,Netherlands,new customer
12790.0,191,1,166,Netherlands,loyal customer
12791.0,373,1,97,Netherlands,loyal customer
12792.0,256,1,217,Portugal,loyal customer
12793.0,334,2,295,Portugal,loyal customer
12794.0,52,2,592,Portugal,new customer
12795.0,18,1,68,Portugal,new customer
12797.0,365,1,118,Portugal,loyal customer
12798.0,9,3,5256,Japan,new customer
12802.0,186,1,314,Netherlands,loyal customer
12808.0,36,3,188,Portugal,new customer
12809.0,177,1,220,Portugal,loyal customer
12811.0,260,3,230,Portugal,loyal customer
12812.0,44,1,164,Japan,new customer
12814.0,101,1,49,Poland,new customer
12815.0,147,2,379,Poland,loyal customer
12816.0,95,2,128,Poland,new customer
12817.0,280,1,53,Austria,loyal customer
12818.0,261,1,929,Austria,loyal customer
12820.0,2,4,722,United Kingdom,new customer
12821.0,213,1,70,United Kingdom,loyal customer
12822.0,70,2,550,United Kingdom,new customer
12823.0,74,5,230,United Kingdom,new customer
12824.0,59,1,232,United Kingdom,new customer
12826.0,2,7,1058,United Kingdom,new customer
12827.0,5,3,197,United Kingdom,new customer
12828.0,2,6,494,United Kingdom,new customer
12829.0,336,2,376,United Kingdom,loyal customer
12830.0,37,6,9848,United Kingdom,new customer
12831.0,261,1,135,United Kingdom,loyal customer
12832.0,31,2,195,United Kingdom,new customer
12833.0,144,1,156,United Kingdom,loyal customer
12834.0,282,1,110,United Kingdom,loyal customer
12836.0,58,4,1064,United Kingdom,new customer
12837.0,172,1,24,United Kingdom,loyal customer
12838.0,33,2,359,United Kingdom,new customer
12839.0,2,14,3807,United Kingdom,lost customer
12840.0,143,4,1511,United Kingdom,new customer
12841.0,4,25,2757,United Kingdom,lost customer
12842.0,69,2,547,United Kingdom,new customer
12843.0,65,8,781,United Kingdom,new customer
12844.0,28,2,125,United Kingdom,new customer
12845.0,266,4,204,United Kingdom,loyal customer
12847.0,21,1,909,United Kingdom,new customer
12849.0,30,2,623,United Kingdom,new customer
12851.0,96,1,109,United Kingdom,new customer
12852.0,294,1,149,United Kingdom,loyal customer
12853.0,134,6,800,United Kingdom,new customer
12854.0,78,3,627,United Kingdom,new customer
12855.0,372,1,30,United Kingdom,loyal customer
12856.0,7,6,1079,United Kingdom,new customer
12857.0,210,2,343,United Kingdom,loyal customer
12863.0,51,1,188,United Kingdom,new customer
12864.0,137,1,216,United Kingdom,new customer
12865.0,25,2,925,Austria,new customer
12866.0,282,1,171,Belgium,loyal customer
12867.0,25,7,4298,United Kingdom,new customer
12868.0,185,6,928,United Kingdom,loyal customer
12871.0,83,2,200,United Kingdom,new customer
12872.0,326,2,319,United Kingdom,loyal customer
12873.0,281,1,128,United Kingdom,loyal customer
12875.0,142,2,2019,United Kingdom,new customer
12876.0,57,2,1941,Belgium,new customer
12877.0,3,12,1178,United Kingdom,new customer
12878.0,235,2,547,United Kingdom,loyal customer
12879.0,44,3,370,United Kingdom,new customer
12881.0,275,1,21,United Kingdom,loyal customer
12882.0,8,2,246,United Kingdom,new customer
12883.0,24,4,196,United Kingdom,new customer
12884.0,87,1,43,United Kingdom,new customer
12885.0,62,3,655,United Kingdom,new customer
12886.0,67,2,770,United Kingdom,new customer
12888.0,213,2,76,United Kingdom,loyal customer
12890.0,23,1,259,United Kingdom,new customer
12891.0,185,3,950,United Kingdom,loyal customer
12893.0,30,1,96,United Kingdom,new customer
12895.0,41,2,210,United Kingdom,new customer
12897.0,204,2,110,United Kingdom,loyal customer
12901.0,8,28,23075,United Kingdom,lost customer
12902.0,264,1,66,United Kingdom,loyal customer
12904.0,17,2,302,United Kingdom,new customer
12906.0,11,5,1749,United Kingdom,new customer
12908.0,175,2,1200,United Kingdom,loyal customer
12909.0,39,5,1280,United Kingdom,new customer
12910.0,22,8,1692,United Kingdom,new customer
12912.0,2,5,670,United Kingdom,new customer
12913.0,4,5,1419,United Kingdom,new customer
12915.0,148,2,93,United Kingdom,loyal customer
12916.0,138,4,1119,United Kingdom,new customer
12917.0,127,1,120,United Kingdom,new customer
12919.0,7,6,673,United Kingdom,new customer
12920.0,16,1,129,United Kingdom,new customer
12921.0,8,37,9526,United Kingdom,lost customer
12922.0,160,1,370,United Kingdom,loyal customer
12923.0,63,1,69,United Kingdom,new customer
12924.0,87,4,481,United Kingdom,new customer
12925.0,4,2,541,United Kingdom,new customer
12928.0,34,5,1472,United Kingdom,new customer
12929.0,311,1,37,United Kingdom,loyal customer
12930.0,77,2,252,United Kingdom,new customer
12931.0,21,15,28004,United Kingdom,lost customer
12933.0,23,3,499,United Kingdom,new customer
12935.0,1,7,1853,United Kingdom,new customer
12936.0,16,4,559,United Kingdom,new customer
12937.0,14,4,1007,United Kingdom,new customer
12938.0,25,1,140,United Kingdom,new customer
12939.0,63,8,4876,United Kingdom,new customer
12940.0,54,2,411,United Kingdom,new customer
12942.0,130,3,203,United Kingdom,new customer
12944.0,35,2,289,United Kingdom,new customer
12945.0,287,1,165,United Kingdom,loyal customer
12947.0,143,6,1165,United Kingdom,new customer
12948.0,15,7,1080,United Kingdom,new customer
12949.0,30,8,2381,United Kingdom,new customer
12950.0,1,3,1380,United Kingdom,new customer
12951.0,8,6,503,United Kingdom,new customer
12952.0,5,4,653,United Kingdom,new customer
12953.0,9,1,84,United Kingdom,new customer
12955.0,0,11,3664,United Kingdom,new customer
12956.0,305,1,34,United Kingdom,loyal customer
12957.0,9,8,2549,United Kingdom,new customer
12962.0,6,2,129,United Kingdom,new customer
12963.0,7,8,881,United Kingdom,new customer
12965.0,88,1,283,United Kingdom,new customer
12966.0,9,1,75,United Kingdom,new customer
12967.0,357,2,438,United Kingdom,loyal customer
12968.0,111,1,73,United Kingdom,new customer
12970.0,6,4,310,United Kingdom,new customer
12971.0,3,86,9289,United Kingdom,lost customer
12974.0,197,1,24,United Kingdom,loyal customer
12976.0,211,1,561,United Kingdom,loyal customer
12977.0,155,1,12,United Kingdom,loyal customer
12980.0,157,9,886,United Kingdom,loyal customer
12981.0,29,2,242,United Kingdom,new customer
12982.0,242,1,288,United Kingdom,loyal customer
12984.0,18,1,26,United Kingdom,new customer
12985.0,0,2,1533,United Kingdom,new customer
12987.0,73,2,219,United Kingdom,new customer
12988.0,291,1,136,United Kingdom,loyal customer
12989.0,2,15,2943,United Kingdom,lost customer
12990.0,30,3,200,United Kingdom,new customer
12991.0,22,2,405,United Kingdom,new customer
12993.0,22,4,240,United Kingdom,new customer
12994.0,3,3,459,United Kingdom,new customer
12995.0,84,1,108,United Kingdom,new customer
12997.0,21,4,664,United Kingdom,new customer
12999.0,195,3,342,United Kingdom,loyal customer
13000.0,106,3,379,United Kingdom,new customer
13001.0,3,13,5505,United Kingdom,lost customer
13002.0,317,1,73,United Kingdom,loyal customer
13003.0,105,3,103,United Kingdom,new customer
13004.0,11,18,4822,United Kingdom,lost customer
13005.0,173,2,172,United Kingdom,loyal customer
13006.0,55,1,55,United Kingdom,new customer
13008.0,322,1,175,United Kingdom,loyal customer
13011.0,371,1,13,United Kingdom,loyal customer
13012.0,8,8,824,United Kingdom,new customer
13013.0,0,13,2224,United Kingdom,lost customer
13014.0,10,10,905,United Kingdom,new customer
13015.0,52,5,1617,United Kingdom,new customer
13016.0,72,3,527,United Kingdom,new customer
13017.0,6,1,48,United Kingdom,new customer
13018.0,15,28,5435,United Kingdom,lost customer
13021.0,3,9,1352,United Kingdom,new customer
13023.0,63,2,286,United Kingdom,new customer
13026.0,0,5,1620,United Kingdom,new customer
13027.0,113,6,17280,United Kingdom,lost customer
13028.0,22,2,798,United Kingdom,new customer
13029.0,30,3,134,United Kingdom,new customer
13030.0,10,2,394,United Kingdom,new customer
13032.0,51,2,375,United Kingdom,new customer
13033.0,356,1,83,United Kingdom,loyal customer
13034.0,54,2,369,United Kingdom,new customer
13035.0,73,2,644,United Kingdom,new customer
13037.0,137,3,431,United Kingdom,new customer
13038.0,79,3,360,United Kingdom,new customer
13040.0,8,2,355,United Kingdom,new customer
13043.0,272,1,254,United Kingdom,loyal customer
13044.0,290,1,429,United Kingdom,loyal customer
13045.0,98,1,221,United Kingdom,new customer
13046.0,30,2,264,United Kingdom,new customer
13047.0,31,10,1391,United Kingdom,new customer
13048.0,13,4,1238,United Kingdom,new customer
13049.0,63,2,268,United Kingdom,new customer
13050.0,14,17,3748,United Kingdom,lost customer
13052.0,211,1,222,United Kingdom,loyal customer
13055.0,77,3,894,United Kingdom,new customer
13058.0,24,3,52,United Kingdom,new customer
13059.0,249,1,35,United Kingdom,loyal customer
13060.0,253,1,123,United Kingdom,loyal customer
13061.0,71,1,107,United Kingdom,new customer
13062.0,190,1,343,United Kingdom,loyal customer
13064.0,12,4,516,United Kingdom,new customer
13065.0,372,1,74,United Kingdom,loyal customer
13066.0,23,2,322,United Kingdom,new customer
13067.0,81,1,32,United Kingdom,new customer
13068.0,9,2,200,United Kingdom,new customer
13069.0,0,24,5885,United Kingdom,lost customer
13070.0,191,1,110,United Kingdom,loyal customer
13072.0,266,1,69,United Kingdom,loyal customer
13075.0,129,1,485,United Kingdom,new customer
13077.0,0,4,863,United Kingdom,new customer
13078.0,2,26,5630,United Kingdom,lost customer
13079.0,3,5,62,United Kingdom,new customer
13080.0,178,1,120,United Kingdom,loyal customer
13081.0,11,11,19068,United Kingdom,lost customer
13082.0,125,9,4324,United Kingdom,new customer
13083.0,3,2,187,United Kingdom,new customer
13085.0,157,2,216,United Kingdom,loyal customer
13089.0,2,97,31070,United Kingdom,potential loyal customer
13090.0,8,14,2263,United Kingdom,lost customer
13091.0,27,1,466,United Kingdom,new customer
13092.0,70,5,279,United Kingdom,new customer
13093.0,275,8,3961,United Kingdom,loyal customer
13094.0,20,12,1716,United Kingdom,new customer
13095.0,70,1,144,United Kingdom,new customer
13097.0,32,10,2363,United Kingdom,new customer
13098.0,0,28,15968,United Kingdom,lost customer
13099.0,98,1,288,United Kingdom,new customer
13101.0,233,1,113,United Kingdom,loyal customer
13102.0,0,24,4204,United Kingdom,lost customer
13103.0,39,1,82,United Kingdom,new customer
13104.0,2,6,504,United Kingdom,new customer
13106.0,132,1,18,United Kingdom,new customer
13107.0,43,4,1293,United Kingdom,new customer
13108.0,372,1,298,United Kingdom,loyal customer
13109.0,59,2,520,United Kingdom,new customer
13110.0,30,7,388,United Kingdom,new customer
13113.0,0,24,3045,United Kingdom,lost customer
13115.0,11,4,1567,United Kingdom,new customer
13116.0,137,1,291,United Kingdom,new customer
13117.0,21,8,945,United Kingdom,new customer
13118.0,19,5,410,United Kingdom,new customer
13120.0,238,1,12,United Kingdom,loyal customer
13121.0,268,1,252,United Kingdom,loyal customer
13122.0,93,2,585,United Kingdom,new customer
13124.0,89,3,2147,United Kingdom,new customer
13126.0,4,8,2143,United Kingdom,new customer
13127.0,77,1,127,United Kingdom,new customer
13130.0,93,1,32,United Kingdom,new customer
13131.0,22,3,447,United Kingdom,new customer
13132.0,261,1,20,United Kingdom,loyal customer
13133.0,273,2,32,United Kingdom,loyal customer
13134.0,85,4,1059,United Kingdom,new customer
13135.0,196,1,4300,United Kingdom,loyal customer
13136.0,55,5,1328,United Kingdom,new customer
13137.0,10,8,2226,United Kingdom,new customer
13138.0,21,6,473,United Kingdom,new customer
13139.0,15,7,2425,United Kingdom,new customer
13140.0,107,3,186,United Kingdom,new customer
13141.0,84,5,1548,United Kingdom,new customer
13142.0,18,1,258,United Kingdom,new customer
13144.0,332,1,21,United Kingdom,loyal customer
13145.0,39,4,145,United Kingdom,new customer
13146.0,25,1,154,United Kingdom,new customer
13147.0,9,4,144,United Kingdom,new customer
13148.0,28,12,1975,United Kingdom,new customer
13149.0,13,4,1280,United Kingdom,new customer
13151.0,295,1,363,United Kingdom,loyal customer
13153.0,5,1,418,United Kingdom,new customer
13155.0,32,4,497,United Kingdom,new customer
13157.0,48,4,1439,United Kingdom,new customer
13158.0,94,4,784,United Kingdom,new customer
13159.0,8,4,1059,United Kingdom,new customer
13160.0,21,1,56,United Kingdom,new customer
13161.0,312,1,29,United Kingdom,loyal customer
13162.0,121,4,1713,United Kingdom,new customer
13165.0,45,2,1376,United Kingdom,new customer
13166.0,282,1,216,United Kingdom,loyal customer
13167.0,18,4,785,United Kingdom,new customer
13168.0,35,4,682,United Kingdom,new customer
13169.0,63,2,272,United Kingdom,new customer
13170.0,26,1,147,United Kingdom,new customer
13171.0,21,3,229,United Kingdom,new customer
13173.0,3,2,277,United Kingdom,new customer
13174.0,15,3,1395,United Kingdom,new customer
13176.0,45,1,453,United Kingdom,new customer
13177.0,64,1,91,United Kingdom,new customer
13178.0,25,11,3570,United Kingdom,new customer
13182.0,44,1,201,United Kingdom,new customer
13183.0,7,9,2208,United Kingdom,new customer
13184.0,14,10,1692,United Kingdom,new customer
13185.0,267,1,12,United Kingdom,loyal customer
13186.0,39,3,820,United Kingdom,new customer
13187.0,336,1,95,United Kingdom,loyal customer
13188.0,10,1,25,United Kingdom,new customer
13189.0,18,2,842,United Kingdom,new customer
13192.0,94,2,595,United Kingdom,new customer
13193.0,60,1,50,United Kingdom,new customer
13194.0,135,1,26,United Kingdom,new customer
13196.0,10,4,1224,United Kingdom,new customer
13198.0,9,6,2648,United Kingdom,new customer
13199.0,3,38,6176,United Kingdom,lost customer
13200.0,18,4,516,United Kingdom,new customer
13203.0,9,4,800,United Kingdom,new customer
13207.0,14,2,130,United Kingdom,new customer
13208.0,58,6,804,United Kingdom,new customer
13209.0,29,8,4253,United Kingdom,new customer
13210.0,93,1,316,United Kingdom,new customer
13211.0,9,3,874,United Kingdom,new customer
13212.0,19,3,310,United Kingdom,new customer
13213.0,56,5,1360,United Kingdom,new customer
13216.0,267,1,297,United Kingdom,loyal customer
13217.0,121,3,262,United Kingdom,new customer
13218.0,126,1,88,United Kingdom,new customer
13220.0,77,4,196,United Kingdom,new customer
13221.0,239,2,244,United Kingdom,loyal customer
13223.0,199,2,88,United Kingdom,loyal customer
